Force (N),Flex Raw ADC 1,Flex Voltage 1(V),Flex Resistance 1(Ohms),Flex Raw ADC 2,Flex Voltage 2(V),Flex Resistance 2(Ohms),Flex Raw ADC 3,Flex Voltage 3(V),Flex Resistance 3(Ohms),Load Cell Voltage (V),Load Cell Raw ADC,Location
0.063,213.0,1.041,212957.75,140.0,0.684,353200.0,237.0,1.158,185721.531,0.078,16.0,"(2,4)"
0.049,191.0,0.934,243937.171,139.0,0.679,356143.875,325.0,1.588,120270.765,0.064,13.0,"(2,4)"
0.063,221.0,1.08,203221.718,40.0,0.196,1376200.0,217.0,1.061,208000.0,0.078,16.0,"(2,4)"
0.063,212.0,1.036,214226.421,135.0,0.66,368355.531,238.0,1.163,184705.89,0.078,16.0,"(2,4)"
0.068,284.0,1.388,145718.312,147.0,0.718,333714.312,248.0,1.212,175000.0,0.083,17.0,"(2,4)"
0.058,192.0,0.938,242375.0,140.0,0.684,353200.0,249.0,1.217,174072.281,0.073,15.0,"(2,4)"
0.058,215.0,1.051,210455.812,136.0,0.665,365235.281,238.0,1.163,184705.89,0.073,15.0,"(2,4)"
0.063,247.0,1.207,175935.218,150.0,0.733,325919.968,236.0,1.153,186745.765,0.078,16.0,"(2,4)"
0.068,184.0,0.899,255347.843,165.0,0.806,291200.0,242.0,1.183,180727.281,0.083,17.0,"(2,4)"
0.058,208.0,1.017,219423.078,138.0,0.674,359130.437,234.0,1.144,188820.531,0.073,15.0,"(2,4)"
0.063,213.0,1.041,212957.75,142.0,0.694,347436.625,239.0,1.168,183698.75,0.078,16.0,"(2,4)"
0.068,232.0,1.134,190931.046,115.0,0.562,442156.5,199.0,0.973,231879.375,0.083,17.0,"(2,4)"
0.068,206.0,1.007,222097.093,125.0,0.611,402304.0,199.0,0.973,231879.375,0.083,17.0,"(2,4)"
0.083,209.0,1.022,218105.265,81.0,0.396,651259.25,146.0,0.714,336383.593,0.098,20.0,"(2,4)"
0.132,181.0,0.885,260508.281,131.0,0.64,381313.0,137.0,0.67,362160.562,0.147,30.0,"(2,4)"
0.215,200.0,0.978,230439.984,27.0,0.132,2065777.75,89.0,0.435,587685.375,0.23,47.0,"(2,4)"
0.312,177.0,0.865,267661.031,21.0,0.103,2672000.0,55.0,0.269,985599.937,0.327,67.0,"(2,4)"
0.386,161.0,0.787,299826.093,23.0,0.112,2434782.75,53.0,0.259,1024905.687,0.401,82.0,"(2,4)"
0.542,159.0,0.777,304301.906,9.0,0.044,6309333.5,82.0,0.401,642634.125,0.557,114.0,"(2,4)"
0.684,154.0,0.753,316000.0,24.0,0.117,2331000.0,49.0,0.239,1113142.875,0.699,143.0,"(2,4)"
0.801,148.0,0.723,331081.062,32.0,0.156,1734250.0,36.0,0.176,1535333.375,0.816,167.0,"(2,4)"
0.914,177.0,0.865,267661.031,18.0,0.088,3126666.75,64.0,0.313,839125.0,0.929,190.0,"(2,4)"
1.007,154.0,0.753,316000.0,26.0,0.127,2147384.5,23.0,0.112,2434782.75,1.022,209.0,"(2,4)"
1.109,50.0,0.244,1089760.0,38.0,0.186,1451579.0,10.0,0.049,5672800.0,1.124,230.0,"(2,4)"
1.187,107.0,0.523,479401.906,31.0,0.152,1792000.0,24.0,0.117,2331000.0,1.202,246.0,"(2,4)"
1.3,101.0,0.494,511207.906,16.0,0.078,3524500.0,15.0,0.073,3763200.25,1.315,269.0,"(2,4)"
1.412,129.0,0.63,388093.031,0.0,0.0,0.0,26.0,0.127,2147384.5,1.427,292.0,"(2,4)"
1.456,117.0,0.572,433641.062,52.0,0.254,1045692.312,13.0,0.064,4350769.0,1.471,301.0,"(2,4)"
1.432,101.0,0.494,511207.906,16.0,0.078,3524500.0,29.0,0.142,1919448.375,1.447,296.0,"(2,4)"
1.402,52.0,0.254,1045692.312,28.0,0.137,1990000.0,33.0,0.161,1680000.0,1.417,290.0,"(2,4)"
1.485,67.0,0.327,799044.812,40.0,0.196,1376200.0,48.0,0.235,1137500.0,1.5,307.0,"(2,4)"
1.339,46.0,0.225,1189391.375,26.0,0.127,2147384.5,30.0,0.147,1853600.125,1.354,277.0,"(2,4)"
1.324,42.0,0.205,1308000.0,6.0,0.029,9492000.0,80.0,0.391,660100.0,1.339,274.0,"(2,4)"
1.451,135.0,0.66,368355.531,24.0,0.117,2331000.0,29.0,0.142,1919448.375,1.466,300.0,"(2,4)"
1.613,52.0,0.254,1045692.312,10.0,0.049,5672800.0,31.0,0.152,1792000.0,1.628,333.0,"(2,4)"
1.534,56.0,0.274,967000.0,69.0,0.337,774260.875,26.0,0.127,2147384.5,1.549,317.0,"(2,4)"
1.314,85.0,0.415,617976.5,8.0,0.039,7105000.0,25.0,0.122,2235520.0,1.329,272.0,"(2,4)"
0.85,63.0,0.308,853333.312,12.0,0.059,4718000.0,26.0,0.127,2147384.5,0.865,177.0,"(2,4)"
0.591,104.0,0.508,494846.156,2.0,0.01,0.0,19.0,0.093,2959158.0,0.606,124.0,"(2,4)"
0.44,89.0,0.435,587685.375,0.0,0.0,0.0,0.0,0.0,0.0,0.455,93.0,"(2,4)"
0.361,93.0,0.455,560000.0,0.0,0.0,0.0,3.0,0.015,19040000.0,0.376,77.0,"(2,4)"
0.283,90.0,0.44,580533.312,0.0,0.0,0.0,5.0,0.024,11401600.0,0.298,61.0,"(2,4)"
0.181,104.0,0.508,494846.156,0.0,0.0,0.0,0.0,0.0,0.0,0.196,40.0,"(2,4)"
0.127,130.0,0.635,384676.906,6.0,0.029,9492000.0,0.0,0.0,0.0,0.142,29.0,"(2,4)"
0.093,111.0,0.543,460108.093,0.0,0.0,0.0,0.0,0.0,0.0,0.108,22.0,"(2,4)"
0.088,122.0,0.596,413573.75,3.0,0.015,19040000.0,0.0,0.0,0.0,0.103,21.0,"(2,4)"
0.078,95.0,0.464,547031.562,0.0,0.0,0.0,6.0,0.029,9492000.0,0.093,19.0,"(2,4)"
0.078,118.0,0.577,429491.531,0.0,0.0,0.0,4.0,0.02,14266000.0,0.093,19.0,"(2,4)"
0.073,0.0,0.0,0.0,51.0,0.249,1067294.125,10.0,0.049,5672800.0,0.088,18.0,"(2,4)"
0.073,128.0,0.626,391562.5,8.0,0.039,7105000.0,4.0,0.02,14266000.0,0.088,18.0,"(2,4)"
0.073,133.0,0.65,374736.843,0.0,0.0,0.0,0.0,0.0,0.0,0.088,18.0,"(2,4)"
0.073,146.0,0.714,336383.593,7.0,0.034,8128000.0,6.0,0.029,9492000.0,0.088,18.0,"(2,4)"
0.068,161.0,0.787,299826.093,0.0,0.0,0.0,35.0,0.171,1580800.0,0.083,17.0,"(2,4)"
0.063,143.0,0.699,344615.406,7.0,0.034,8128000.0,16.0,0.078,3524500.0,0.078,16.0,"(2,4)"
0.078,187.0,0.914,250352.937,9.0,0.044,6309333.5,18.0,0.088,3126666.75,0.093,19.0,"(2,4)"
0.063,146.0,0.714,336383.593,0.0,0.0,0.0,0.0,0.0,0.0,0.078,16.0,"(2,4)"
0.063,159.0,0.777,304301.906,8.0,0.039,7105000.0,19.0,0.093,2959158.0,0.078,16.0,"(2,4)"
0.053,122.0,0.596,413573.75,66.0,0.323,812000.0,12.0,0.059,4718000.0,0.068,14.0,"(2,4)"
0.063,174.0,0.85,273241.375,26.0,0.127,2147384.5,20.0,0.098,2808400.0,0.078,16.0,"(2,4)"
0.058,142.0,0.694,347436.625,13.0,0.064,4350769.0,18.0,0.088,3126666.75,0.073,15.0,"(2,4)"
0.063,155.0,0.758,313600.0,0.0,0.0,0.0,40.0,0.196,1376200.0,0.078,16.0,"(2,4)"
0.063,143.0,0.699,344615.406,15.0,0.073,3763200.25,23.0,0.112,2434782.75,0.078,16.0,"(2,4)"
0.068,110.0,0.538,464799.968,14.0,0.068,4036000.0,7.0,0.034,8128000.0,0.083,17.0,"(2,4)"
0.058,138.0,0.674,359130.437,28.0,0.137,1990000.0,21.0,0.103,2672000.0,0.073,15.0,"(2,4)"
0.058,150.0,0.733,325919.968,12.0,0.059,4718000.0,25.0,0.122,2235520.0,0.073,15.0,"(2,4)"
0.063,136.0,0.665,365235.281,16.0,0.078,3524500.0,22.0,0.108,2548000.0,0.078,16.0,"(2,4)"
0.078,191.0,0.934,243937.171,11.0,0.054,5152000.0,32.0,0.156,1734250.0,0.093,19.0,"(2,4)"
0.063,167.0,0.816,287041.937,19.0,0.093,2959158.0,29.0,0.142,1919448.375,0.078,16.0,"(2,4)"
0.063,156.0,0.762,311230.781,15.0,0.073,3763200.25,34.0,0.166,1628941.125,0.078,16.0,"(2,4)"
0.053,142.0,0.694,347436.625,21.0,0.103,2672000.0,35.0,0.171,1580800.0,0.068,14.0,"(2,4)"
0.058,150.0,0.733,325919.968,12.0,0.059,4718000.0,30.0,0.147,1853600.125,0.073,15.0,"(2,4)"
0.068,159.0,0.777,304301.906,17.0,0.083,3313882.25,30.0,0.147,1853600.125,0.083,17.0,"(2,4)"
0.068,161.0,0.787,299826.093,17.0,0.083,3313882.25,28.0,0.137,1990000.0,0.083,17.0,"(2,4)"
0.063,154.0,0.753,316000.0,28.0,0.137,1990000.0,30.0,0.147,1853600.125,0.078,16.0,"(2,4)"
0.063,145.0,0.709,339089.656,17.0,0.083,3313882.25,34.0,0.166,1628941.125,0.078,16.0,"(2,4)"
0.068,161.0,0.787,299826.093,10.0,0.049,5672800.0,107.0,0.523,479401.906,0.083,17.0,"(2,4)"
0.063,156.0,0.762,311230.781,9.0,0.044,6309333.5,36.0,0.176,1535333.375,0.078,16.0,"(2,4)"
0.063,154.0,0.753,316000.0,18.0,0.088,3126666.75,32.0,0.156,1734250.0,0.078,16.0,"(2,4)"
0.053,160.0,0.782,302050.0,36.0,0.176,1535333.375,35.0,0.171,1580800.0,0.068,14.0,"(2,4)"
0.058,152.0,0.743,320894.75,20.0,0.098,2808400.0,30.0,0.147,1853600.125,0.073,15.0,"(2,4)"
0.058,155.0,0.758,313600.0,22.0,0.108,2548000.0,38.0,0.186,1451579.0,0.073,15.0,"(2,4)"
0.053,157.0,0.767,308891.718,7.0,0.034,8128000.0,35.0,0.171,1580800.0,0.068,14.0,"(2,4)"
0.068,162.0,0.792,297629.625,15.0,0.073,3763200.25,0.0,0.0,0.0,0.083,17.0,"(2,4)"
0.063,160.0,0.782,302050.0,19.0,0.093,2959158.0,40.0,0.196,1376200.0,0.078,16.0,"(2,4)"
0.063,146.0,0.714,336383.593,24.0,0.117,2331000.0,29.0,0.142,1919448.375,0.078,16.0,"(2,4)"
0.063,166.0,0.811,289108.437,22.0,0.108,2548000.0,37.0,0.181,1492324.25,0.078,16.0,"(2,4)"
0.063,158.0,0.772,306582.281,16.0,0.078,3524500.0,34.0,0.166,1628941.125,0.078,16.0,"(2,4)"
0.063,152.0,0.743,320894.75,8.0,0.039,7105000.0,64.0,0.313,839125.0,0.078,16.0,"(2,4)"
0.058,195.0,0.953,237784.609,20.0,0.098,2808400.0,44.0,0.215,1246000.0,0.073,15.0,"(2,4)"
0.063,165.0,0.806,291200.0,24.0,0.117,2331000.0,42.0,0.205,1308000.0,0.078,16.0,"(2,4)"
0.063,161.0,0.787,299826.093,20.0,0.098,2808400.0,45.0,0.22,1217066.625,0.078,16.0,"(2,4)"
0.024,160.0,0.782,302050.0,26.0,0.127,2147384.5,23.0,0.112,2434782.75,0.039,8.0,"(2,4)"
0.058,202.0,0.987,227603.953,20.0,0.098,2808400.0,46.0,0.225,1189391.375,0.073,15.0,"(2,4)"
0.063,162.0,0.792,297629.625,23.0,0.112,2434782.75,42.0,0.205,1308000.0,0.078,16.0,"(2,4)"
0.068,168.0,0.821,285000.0,20.0,0.098,2808400.0,75.0,0.367,707839.937,0.083,17.0,"(2,4)"
0.063,152.0,0.743,320894.75,18.0,0.088,3126666.75,38.0,0.186,1451579.0,0.078,16.0,"(2,4)"
0.063,165.0,0.806,291200.0,26.0,0.127,2147384.5,43.0,0.21,1276279.125,0.078,16.0,"(2,4)"
0.058,155.0,0.758,313600.0,26.0,0.127,2147384.5,96.0,0.469,540750.0,0.073,15.0,"(2,4)"
0.068,184.0,0.899,255347.843,48.0,0.235,1137500.0,15.0,0.073,3763200.25,0.083,17.0,"(2,4)"
0.063,160.0,0.782,302050.0,25.0,0.122,2235520.0,43.0,0.21,1276279.125,0.078,16.0,"(2,4)"
0.063,166.0,0.811,289108.437,35.0,0.171,1580800.0,61.0,0.298,883147.5,0.078,16.0,"(2,4)"
0.058,190.0,0.929,245515.796,21.0,0.103,2672000.0,45.0,0.22,1217066.625,0.073,15.0,"(2,4)"
0.068,165.0,0.806,291200.0,28.0,0.137,1990000.0,14.0,0.068,4036000.0,0.083,17.0,"(2,4)"
0.063,165.0,0.806,291200.0,27.0,0.132,2065777.75,45.0,0.22,1217066.625,0.078,16.0,"(2,4)"
0.053,147.0,0.718,333714.312,27.0,0.132,2065777.75,46.0,0.225,1189391.375,0.068,14.0,"(2,4)"
0.058,173.0,0.846,275144.5,21.0,0.103,2672000.0,97.0,0.474,534597.937,0.073,15.0,"(2,4)"
0.063,167.0,0.816,287041.937,22.0,0.108,2548000.0,27.0,0.132,2065777.75,0.078,16.0,"(2,4)"
0.063,178.0,0.87,265842.687,35.0,0.171,1580800.0,47.0,0.23,1162893.625,0.078,16.0,"(2,4)"
0.073,146.0,0.714,336383.593,31.0,0.152,1792000.0,49.0,0.239,1113142.875,0.088,18.0,"(2,4)"
0.063,172.0,0.841,277069.781,28.0,0.137,1990000.0,58.0,0.283,931724.187,0.078,16.0,"(2,4)"
0.058,173.0,0.846,275144.5,27.0,0.132,2065777.75,44.0,0.215,1246000.0,0.073,15.0,"(2,4)"
0.073,170.0,0.831,280988.25,24.0,0.117,2331000.0,50.0,0.244,1089760.0,0.088,18.0,"(2,4)"
0.063,217.0,1.061,208000.0,26.0,0.127,2147384.5,38.0,0.186,1451579.0,0.078,16.0,"(2,4)"
0.063,163.0,0.797,295460.125,29.0,0.142,1919448.375,46.0,0.225,1189391.375,0.078,16.0,"(2,4)"
0.063,171.0,0.836,279017.562,9.0,0.044,6309333.5,180.0,0.88,262266.656,0.078,16.0,"(2,4)"
0.063,169.0,0.826,282982.25,12.0,0.059,4718000.0,40.0,0.196,1376200.0,0.078,16.0,"(2,4)"
0.063,177.0,0.865,267661.031,33.0,0.161,1680000.0,48.0,0.235,1137500.0,0.078,16.0,"(2,4)"
0.063,164.0,0.802,293317.062,26.0,0.127,2147384.5,54.0,0.264,1004888.875,0.078,16.0,"(2,4)"
0.058,167.0,0.816,287041.937,75.0,0.367,707839.937,41.0,0.2,1341268.25,0.073,15.0,"(2,4)"
0.063,164.0,0.802,293317.062,28.0,0.137,1990000.0,50.0,0.244,1089760.0,0.078,16.0,"(2,4)"
0.063,167.0,0.816,287041.937,26.0,0.127,2147384.5,50.0,0.244,1089760.0,0.078,16.0,"(2,4)"
0.058,161.0,0.787,299826.093,32.0,0.156,1734250.0,41.0,0.2,1341268.25,0.073,15.0,"(2,4)"
0.063,170.0,0.831,280988.25,23.0,0.112,2434782.75,38.0,0.186,1451579.0,0.078,16.0,"(2,4)"
0.063,170.0,0.831,280988.25,31.0,0.152,1792000.0,49.0,0.239,1113142.875,0.078,16.0,"(2,4)"
0.068,184.0,0.899,255347.843,28.0,0.137,1990000.0,49.0,0.239,1113142.875,0.083,17.0,"(2,4)"
0.058,170.0,0.831,280988.25,29.0,0.142,1919448.375,48.0,0.235,1137500.0,0.073,15.0,"(2,4)"
0.058,171.0,0.836,279017.562,25.0,0.122,2235520.0,58.0,0.283,931724.187,0.073,15.0,"(2,4)"
0.058,168.0,0.821,285000.0,11.0,0.054,5152000.0,26.0,0.127,2147384.5,0.073,15.0,"(2,4)"
0.058,168.0,0.821,285000.0,34.0,0.166,1628941.125,47.0,0.23,1162893.625,0.073,15.0,"(2,4)"
0.063,170.0,0.831,280988.25,28.0,0.137,1990000.0,30.0,0.147,1853600.125,0.078,16.0,"(2,4)"
0.063,233.0,1.139,189871.234,48.0,0.235,1137500.0,54.0,0.264,1004888.875,0.078,16.0,"(2,4)"
0.068,151.0,0.738,323390.718,27.0,0.132,2065777.75,55.0,0.269,985599.937,0.083,17.0,"(2,4)"
0.063,162.0,0.792,297629.625,32.0,0.156,1734250.0,77.0,0.376,688000.0,0.078,16.0,"(2,4)"
0.058,169.0,0.826,282982.25,29.0,0.142,1919448.375,48.0,0.235,1137500.0,0.073,15.0,"(2,4)"
0.073,162.0,0.792,297629.625,28.0,0.137,1990000.0,47.0,0.23,1162893.625,0.088,18.0,"(2,4)"
0.063,167.0,0.816,287041.937,30.0,0.147,1853600.125,60.0,0.293,898800.062,0.078,16.0,"(2,4)"
0.063,169.0,0.826,282982.25,13.0,0.064,4350769.0,53.0,0.259,1024905.687,0.078,16.0,"(2,4)"
0.073,165.0,0.806,291200.0,32.0,0.156,1734250.0,55.0,0.269,985599.937,0.088,18.0,"(2,4)"
0.083,175.0,0.855,271360.0,23.0,0.112,2434782.75,15.0,0.073,3763200.25,0.098,20.0,"(2,4)"
0.058,174.0,0.85,273241.375,50.0,0.244,1089760.0,61.0,0.298,883147.5,0.073,15.0,"(2,4)"
0.063,166.0,0.811,289108.437,28.0,0.137,1990000.0,47.0,0.23,1162893.625,0.078,16.0,"(2,4)"
0.068,162.0,0.792,297629.625,30.0,0.147,1853600.125,52.0,0.254,1045692.312,0.083,17.0,"(2,4)"
0.063,162.0,0.792,297629.625,21.0,0.103,2672000.0,53.0,0.259,1024905.687,0.078,16.0,"(2,4)"
0.063,168.0,0.821,285000.0,32.0,0.156,1734250.0,51.0,0.249,1067294.125,0.078,16.0,"(2,4)"
0.058,165.0,0.806,291200.0,31.0,0.152,1792000.0,43.0,0.21,1276279.125,0.073,15.0,"(2,4)"
0.058,166.0,0.811,289108.437,44.0,0.215,1246000.0,57.0,0.279,949052.625,0.073,15.0,"(2,4)"
0.063,173.0,0.846,275144.5,30.0,0.147,1853600.125,53.0,0.259,1024905.687,0.078,16.0,"(2,4)"
0.073,169.0,0.826,282982.25,34.0,0.166,1628941.125,54.0,0.264,1004888.875,0.088,18.0,"(2,4)"
0.063,187.0,0.914,250352.937,27.0,0.132,2065777.75,99.0,0.484,522666.687,0.078,16.0,"(2,4)"
0.063,169.0,0.826,282982.25,29.0,0.142,1919448.375,51.0,0.249,1067294.125,0.078,16.0,"(2,4)"
0.063,168.0,0.821,285000.0,31.0,0.152,1792000.0,56.0,0.274,967000.0,0.078,16.0,"(2,4)"
0.058,190.0,0.929,245515.796,20.0,0.098,2808400.0,82.0,0.401,642634.125,0.073,15.0,"(2,4)"
0.058,58.0,0.283,931724.187,9.0,0.044,6309333.5,46.0,0.225,1189391.375,0.073,15.0,"(2,4)"
0.068,179.0,0.875,264044.687,31.0,0.152,1792000.0,54.0,0.264,1004888.875,0.083,17.0,"(2,4)"
0.063,169.0,0.826,282982.25,37.0,0.181,1492324.25,53.0,0.259,1024905.687,0.078,16.0,"(2,4)"
0.063,176.0,0.86,269500.0,17.0,0.083,3313882.25,88.0,0.43,595000.0,0.078,16.0,"(2,4)"
0.058,162.0,0.792,297629.625,15.0,0.073,3763200.25,33.0,0.161,1680000.0,0.073,15.0,"(2,4)"
0.063,169.0,0.826,282982.25,24.0,0.117,2331000.0,58.0,0.283,931724.187,0.078,16.0,"(2,4)"
0.063,199.0,0.973,231879.375,31.0,0.152,1792000.0,62.0,0.303,868000.0,0.078,16.0,"(2,4)"
0.058,96.0,0.469,540750.0,9.0,0.044,6309333.5,48.0,0.235,1137500.0,0.073,15.0,"(2,4)"
0.102,191.0,0.934,243937.171,27.0,0.132,2065777.75,45.0,0.22,1217066.625,0.117,24.0,"(2,4)"
0.112,172.0,0.841,277069.781,33.0,0.161,1680000.0,43.0,0.21,1276279.125,0.127,26.0,"(2,4)"
0.137,171.0,0.836,279017.562,18.0,0.088,3126666.75,40.0,0.196,1376200.0,0.152,31.0,"(2,4)"
0.181,162.0,0.792,297629.625,18.0,0.088,3126666.75,37.0,0.181,1492324.25,0.196,40.0,"(2,4)"
0.264,172.0,0.841,277069.781,8.0,0.039,7105000.0,41.0,0.2,1341268.25,0.279,57.0,"(2,4)"
0.332,166.0,0.811,289108.437,10.0,0.049,5672800.0,39.0,0.191,1412923.125,0.347,71.0,"(2,4)"
0.41,149.0,0.728,328483.218,49.0,0.239,1113142.875,41.0,0.2,1341268.25,0.425,87.0,"(2,4)"
0.518,109.0,0.533,469577.968,14.0,0.068,4036000.0,53.0,0.259,1024905.687,0.533,109.0,"(2,4)"
0.523,108.0,0.528,474444.437,19.0,0.093,2959158.0,72.0,0.352,739666.687,0.538,110.0,"(2,4)"
0.586,57.0,0.279,949052.625,37.0,0.181,1492324.25,94.0,0.459,553446.812,0.601,123.0,"(2,4)"
0.664,77.0,0.376,688000.0,41.0,0.2,1341268.25,30.0,0.147,1853600.125,0.679,139.0,"(2,4)"
0.831,92.0,0.45,566695.687,32.0,0.156,1734250.0,39.0,0.191,1412923.125,0.846,173.0,"(2,4)"
0.982,130.0,0.635,384676.906,48.0,0.235,1137500.0,37.0,0.181,1492324.25,0.997,204.0,"(2,4)"
1.158,102.0,0.499,505647.031,51.0,0.249,1067294.125,41.0,0.2,1341268.25,1.173,240.0,"(2,4)"
1.251,98.0,0.479,528571.437,29.0,0.142,1919448.375,4.0,0.02,14266000.0,1.266,259.0,"(2,4)"
1.368,111.0,0.543,460108.093,78.0,0.381,678461.562,25.0,0.122,2235520.0,1.383,283.0,"(2,4)"
1.417,103.0,0.503,500194.187,24.0,0.117,2331000.0,37.0,0.181,1492324.25,1.432,293.0,"(2,4)"
1.471,113.0,0.552,450973.406,15.0,0.073,3763200.25,43.0,0.21,1276279.125,1.486,304.0,"(2,4)"
1.5,115.0,0.562,442156.5,1.0,0.005,0.0,37.0,0.181,1492324.25,1.515,310.0,"(2,4)"
1.549,116.0,0.567,437862.093,22.0,0.108,2548000.0,30.0,0.147,1853600.125,1.564,320.0,"(2,4)"
1.578,96.0,0.469,540750.0,0.0,0.0,0.0,39.0,0.191,1412923.125,1.593,326.0,"(2,4)"
1.583,155.0,0.758,313600.0,20.0,0.098,2808400.0,86.0,0.42,610139.562,1.598,327.0,"(2,4)"
1.573,91.0,0.445,573538.437,29.0,0.142,1919448.375,56.0,0.274,967000.0,1.588,325.0,"(2,4)"
1.701,113.0,0.552,450973.406,6.0,0.029,9492000.0,18.0,0.088,3126666.75,1.716,351.0,"(2,4)"
1.73,114.0,0.557,446526.312,32.0,0.156,1734250.0,28.0,0.137,1990000.0,1.745,357.0,"(2,4)"
1.583,103.0,0.503,500194.187,25.0,0.122,2235520.0,39.0,0.191,1412923.125,1.598,327.0,"(2,4)"
1.334,151.0,0.738,323390.718,25.0,0.122,2235520.0,44.0,0.215,1246000.0,1.349,276.0,"(2,4)"
0.772,136.0,0.665,365235.281,19.0,0.093,2959158.0,17.0,0.083,3313882.25,0.787,161.0,"(2,4)"
0.503,126.0,0.616,398666.656,25.0,0.122,2235520.0,9.0,0.044,6309333.5,0.518,106.0,"(2,4)"
0.361,40.0,0.196,1376200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.376,77.0,"(2,4)"
0.229,112.0,0.547,455500.0,5.0,0.024,11401600.0,3.0,0.015,19040000.0,0.244,50.0,"(2,4)"
0.156,112.0,0.547,455500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.171,35.0,"(2,4)"
0.137,130.0,0.635,384676.906,44.0,0.215,1246000.0,6.0,0.029,9492000.0,0.152,31.0,"(2,4)"
0.093,174.0,0.85,273241.375,2.0,0.01,0.0,0.0,0.0,0.0,0.108,22.0,"(2,4)"
0.093,158.0,0.772,306582.281,26.0,0.127,2147384.5,0.0,0.0,0.0,0.108,22.0,"(2,4)"
0.083,75.0,0.367,707839.937,0.0,0.0,0.0,0.0,0.0,0.0,0.098,20.0,"(2,4)"
0.068,128.0,0.626,391562.5,4.0,0.02,14266000.0,1.0,0.005,0.0,0.083,17.0,"(2,4)"
0.156,304.0,1.486,132447.375,16.0,0.078,3524500.0,30.0,0.147,1853600.125,0.171,35.0,"(2,4)"
0.058,133.0,0.65,374736.843,8.0,0.039,7105000.0,6.0,0.029,9492000.0,0.073,15.0,"(2,4)"
0.073,150.0,0.733,325919.968,4.0,0.02,14266000.0,11.0,0.054,5152000.0,0.088,18.0,"(2,4)"
0.068,158.0,0.772,306582.281,6.0,0.029,9492000.0,10.0,0.049,5672800.0,0.083,17.0,"(2,4)"
0.063,180.0,0.88,262266.656,0.0,0.0,0.0,0.0,0.0,0.0,0.078,16.0,"(2,4)"
0.058,153.0,0.748,318431.375,96.0,0.469,540750.0,18.0,0.088,3126666.75,0.073,15.0,"(2,4)"
0.068,163.0,0.797,295460.125,37.0,0.181,1492324.25,25.0,0.122,2235520.0,0.083,17.0,"(2,4)"
0.063,157.0,0.767,308891.718,8.0,0.039,7105000.0,16.0,0.078,3524500.0,0.078,16.0,"(2,4)"
0.058,158.0,0.772,306582.281,11.0,0.054,5152000.0,18.0,0.088,3126666.75,0.073,15.0,"(2,4)"
0.058,152.0,0.743,320894.75,0.0,0.0,0.0,10.0,0.049,5672800.0,0.073,15.0,"(2,4)"
0.058,165.0,0.806,291200.0,12.0,0.059,4718000.0,19.0,0.093,2959158.0,0.073,15.0,"(2,4)"
0.068,139.0,0.679,356143.875,8.0,0.039,7105000.0,24.0,0.117,2331000.0,0.083,17.0,"(2,4)"
0.058,118.0,0.577,429491.531,17.0,0.083,3313882.25,13.0,0.064,4350769.0,0.073,15.0,"(2,4)"
0.063,168.0,0.821,285000.0,0.0,0.0,0.0,23.0,0.112,2434782.75,0.078,16.0,"(2,4)"
0.053,146.0,0.714,336383.593,16.0,0.078,3524500.0,62.0,0.303,868000.0,0.068,14.0,"(2,4)"
0.049,170.0,0.831,280988.25,14.0,0.068,4036000.0,27.0,0.132,2065777.75,0.064,13.0,"(2,4)"
0.063,166.0,0.811,289108.437,10.0,0.049,5672800.0,5.0,0.024,11401600.0,0.078,16.0,"(2,4)"
0.063,236.0,1.153,186745.765,38.0,0.186,1451579.0,30.0,0.147,1853600.125,0.078,16.0,"(2,4)"
0.068,157.0,0.767,308891.718,14.0,0.068,4036000.0,34.0,0.166,1628941.125,0.083,17.0,"(2,4)"
0.058,173.0,0.846,275144.5,17.0,0.083,3313882.25,42.0,0.205,1308000.0,0.073,15.0,"(2,4)"
0.063,168.0,0.821,285000.0,0.0,0.0,0.0,14.0,0.068,4036000.0,0.078,16.0,"(2,4)"
0.063,184.0,0.899,255347.843,17.0,0.083,3313882.25,30.0,0.147,1853600.125,0.078,16.0,"(2,4)"
0.068,170.0,0.831,280988.25,13.0,0.064,4350769.0,32.0,0.156,1734250.0,0.083,17.0,"(2,4)"
0.068,171.0,0.836,279017.562,75.0,0.367,707839.937,37.0,0.181,1492324.25,0.083,17.0,"(2,4)"
0.063,168.0,0.821,285000.0,15.0,0.073,3763200.25,32.0,0.156,1734250.0,0.078,16.0,"(2,4)"
0.058,172.0,0.841,277069.781,14.0,0.068,4036000.0,32.0,0.156,1734250.0,0.073,15.0,"(2,4)"
0.063,173.0,0.846,275144.5,18.0,0.088,3126666.75,22.0,0.108,2548000.0,0.078,16.0,"(2,4)"
0.058,173.0,0.846,275144.5,19.0,0.093,2959158.0,35.0,0.171,1580800.0,0.073,15.0,"(2,4)"
0.063,174.0,0.85,273241.375,13.0,0.064,4350769.0,40.0,0.196,1376200.0,0.078,16.0,"(2,4)"
0.063,117.0,0.572,433641.062,23.0,0.112,2434782.75,24.0,0.117,2331000.0,0.078,16.0,"(2,4)"
0.063,177.0,0.865,267661.031,17.0,0.083,3313882.25,37.0,0.181,1492324.25,0.078,16.0,"(2,4)"
0.063,175.0,0.855,271360.0,16.0,0.078,3524500.0,38.0,0.186,1451579.0,0.078,16.0,"(2,4)"
